theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,dive_depth,lag_bp,hod_entry,entry_idx
80.0,0,1,confirm,1.0,-49.6,-65.6,30.31,7366,79.91,49.6,10264,0.718,0.843,0.088,-0.5071,3,0.7643,8739,1.0,1,101,2.76,1,101,2.76,1,1126,2.76,1,188,-12.4,0.8008,41.51,1,2337548
80.0,0,-1,confirm,1.0,-30.46,-46.46,9.69,19,40.16,30.46,186,0.102,2.582,0.158,0.4238,4,0.4535,32,0.6906,0,-1,,0,-1,,0,-1,,0,-1,,0.0815,79.67,4,2347812
80.0,0,1,confirm,1.0,-13.8,-29.8,27.61,20895,41.41,56.6,22349,0.935,6.775,0.103,0.4178,10,0.7849,20188,1.0,1,766,-17.95,1,766,-17.95,1,1265,8.28,1,1265,8.28,0.6468,40.19,4,2347998
80.0,0,-1,confirm,1.0,1.38,-14.62,42.85,4107,41.47,35.94,5156,0.797,0.895,0.12,0.0864,11,0.8375,673,0.9994,1,600,-6.91,1,600,-6.91,1,600,-6.91,1,605,-6.91,0.7012,41.3,10,2370347
80.0,0,1,confirm,1.0,-92.63,-108.63,0.0,0,92.63,92.63,234,0.0,7.205,0.132,0.6705,11,0.6796,25,0.9974,0,-1,,0,-1,,0,-1,,0,-1,,0.6227,41.65,11,2375503
80.0,0,-1,fallback,1.0,40.47,24.47,80.94,11,40.47,0.0,110,0.1,7.137,0.366,-0.0414,11,-0.0005,0,0.4619,0,-1,,0,-1,,0,-1,,0,-1,,0.9974,92.63,11,2375737
80.0,0,1,confirm,1.0,-71.46,-87.46,12.61,114,84.07,71.46,535,0.213,0.215,0.173,0.0186,11,0.0361,37,0.5357,0,-1,,0,-1,,0,-1,,0,-1,,0.007,40.8,11,2375847
80.0,0,-1,fallback,1.0,26.81,10.81,67.74,513,40.93,28.22,553,0.928,1.837,0.147,0.1149,12,0.1707,0,0.5473,1,553,26.81,1,553,26.81,0,-1,,0,-1,,0.5817,83.96,12,2376382
80.0,0,1,confirm,1.0,-75.0,-91.0,5.66,18,80.66,75.0,493,0.037,3.414,0.072,-0.0229,12,0.0595,47,0.4974,1,100,-19.81,0,-1,,0,-1,,0,-1,,0.1788,41.2,12,2376935
80.0,0,-1,fallback,1.0,-42.77,-58.77,1.43,7,44.2,42.77,216,0.032,2.73,0.137,0.0781,12,0.1025,0,0.4586,1,34,-12.83,1,34,-12.83,0,-1,,1,74,-17.11,0.0403,80.61,12,2377428
80.0,0,1,confirm,1.0,-107.89,-123.89,5.68,25,113.57,107.89,373,0.067,0.435,0.019,0.2162,12,0.2231,2,0.6663,1,373,-107.89,1,373,-107.89,1,373,-107.89,0,-1,,0.1168,44.2,12,2377644
80.0,0,-1,fallback,1.0,-21.53,-37.53,21.53,1,43.05,21.53,35,0.029,3.182,0.13,0.0201,12,0.0201,1,0.4763,0,-1,,0,-1,,0,-1,,0,-1,,0.1969,113.51,12,2378017
80.0,0,1,confirm,1.0,45.83,29.83,87.36,2769,41.53,28.64,3240,0.855,0.441,0.041,0.0447,13,0.415,2044,0.7522,1,686,20.05,1,686,20.05,1,686,20.05,1,686,20.05,0.4369,43.15,12,2378052
80.0,0,-1,confirm,1.0,-29.94,-45.94,19.96,630,49.89,68.42,718,0.877,4.133,0.031,0.2788,13,0.2956,715,0.7769,1,135,-38.49,0,-1,,0,-1,,0,-1,,0.0965,41.17,13,2381292
80.0,0,1,confirm,1.0,93.8,77.8,135.02,1360,41.22,9.95,1456,0.934,3.361,0.122,0.3963,14,0.4673,666,0.9661,0,-1,,0,-1,,0,-1,,0,-1,,0.7415,49.99,13,2382010
80.0,0,-1,confirm,1.0,71.81,55.81,112.64,3088,40.83,21.12,3480,0.887,1.265,0.136,-0.101,14,0.7167,716,0.9481,1,1093,-1.41,1,1093,-1.41,1,1093,-1.41,1,1093,-1.41,0.5366,40.67,14,2383466
80.0,0,1,confirm,1.0,41.13,25.13,83.68,2628,42.55,42.55,2978,0.882,7.447,0.19,0.6471,15,0.6534,2623,0.97,1,138,-28.36,1,138,-28.36,1,138,-28.36,1,138,-28.36,0.5188,41.3,15,2386946
80.0,0,-1,confirm,1.0,-64.97,-80.97,16.95,451,81.92,64.97,1092,0.413,0.723,0.123,0.2233,15,0.444,659,0.8858,0,-1,,0,-1,,0,-1,,0,-1,,0.8508,42.19,15,2389924
80.0,0,1,fallback,1.0,-36.49,-52.49,4.21,5,40.7,36.49,275,0.018,2.49,0.25,-0.0974,16,-0.0683,0,0.7254,0,-1,,0,-1,,0,-1,,0,-1,,0.2967,82.06,16,2391016
80.0,0,-1,confirm,1.0,16.9,0.9,57.75,1165,40.85,16.9,1435,0.812,2.135,0.182,0.2669,16,0.6705,746,0.9698,0,-1,,0,-1,,0,-1,,0,-1,,0.3769,40.68,16,2391291
80.0,0,1,confirm,1.0,66.31,50.31,108.63,1828,42.33,11.29,2060,0.887,0.672,0.132,-0.2732,17,0.4134,952,0.9916,1,1551,79.01,1,1551,79.01,1,1551,79.01,1,1551,79.01,0.5304,41.08,16,2392726
80.0,0,-1,confirm,1.0,-53.26,-69.26,29.43,1140,82.69,53.26,3867,0.295,2.218,0.201,0.0864,17,0.7735,2798,0.9973,1,173,-2.8,1,173,-2.8,1,1345,-5.61,1,251,-12.61,0.1697,41.87,17,2394786
80.0,0,1,fallback,1.0,96.19,80.19,139.41,15,43.22,-0.0,18,0.833,9.255,0.433,-0.1385,18,0.0083,2,0.136,0,-1,,0,-1,,0,-1,,0,-1,,0.455,82.94,18,2398653
80.0,0,-1,confirm,1.0,38.66,22.66,78.71,1221,40.04,26.24,1630,0.749,1.881,0.137,-0.2788,18,0.5344,1629,0.9203,1,942,55.23,1,942,55.23,1,942,55.23,1,1005,53.85,0.143,42.62,18,2398671
80.0,0,1,confirm,1.0,15.25,-0.75,56.83,1033,41.59,1.39,1268,0.815,2.536,0.087,0.0257,19,0.1486,1268,0.9077,1,564,36.04,0,-1,,0,-1,,0,-1,,0.1465,40.36,18,2400301
80.0,0,-1,confirm,1.0,6.92,-9.08,47.06,4597,40.14,38.75,6181,0.744,0.719,0.238,-0.2974,20,0.7205,2477,1.0,1,454,-6.92,1,454,-6.92,1,1355,5.54,1,470,-8.3,0.7013,41.35,19,2401569
80.0,0,1,confirm,1.0,-62.33,-78.33,18.01,4453,80.33,62.33,13031,0.342,2.887,0.162,-0.1704,22,0.7224,8887,1.0,1,514,-20.78,1,514,-20.78,1,514,-20.78,1,514,-20.78,0.2328,40.33,20,2407750
80.0,0,-1,fallback,1.0,-36.24,-52.24,4.18,23,40.42,36.24,282,0.082,1.372,0.202,0.5822,0,0.6065,3,0.9178,0,-1,,0,-1,,0,-1,,0,-1,,0.5782,80.19,0,2420781
80.0,0,1,confirm,1.0,-69.43,-85.43,12.5,9,81.93,69.43,2054,0.004,0.381,0.049,-0.4977,0,0.4385,1301,0.9904,1,1899,-36.11,1,1899,-36.11,1,1899,-36.11,1,1899,-36.11,0.4563,40.44,0,2421063
80.0,0,-1,fallback,1.0,95.09,79.09,137.04,488,41.95,9.79,512,0.953,5.479,0.316,0.1677,1,0.5632,35,0.8645,0,-1,,0,-1,,0,-1,,0,-1,,0.3363,81.83,1,2423117
80.0,0,1,confirm,1.0,25.41,9.41,66.36,81,40.94,-0.0,152,0.533,0.712,0.051,-0.1427,1,-0.1327,123,0.3331,0,-1,,0,-1,,0,-1,,0,-1,,0.247,42.54,1,2423629
80.0,0,-1,confirm,1.0,-66.19,-82.19,15.49,27,81.68,66.19,1309,0.021,0.328,0.1,0.1334,1,0.2137,369,0.7721,1,532,-33.8,1,532,-33.8,1,532,-33.8,1,729,-50.7,0.0338,40.67,1,2423781
80.0,0,1,fallback,1.0,44.77,28.77,86.74,181,41.97,4.2,232,0.78,1.761,0.156,0.0912,1,0.0955,178,0.9005,0,-1,,0,-1,,0,-1,,0,-1,,0.0085,81.81,1,2425090
80.0,0,-1,confirm,1.0,-59.89,-75.89,20.89,490,80.78,59.89,2440,0.201,0.754,0.056,-0.1985,1,0.3517,2436,0.9769,0,-1,,0,-1,,0,-1,,0,-1,,0.6256,41.61,1,2425322
80.0,0,1,fallback,1.0,-30.46,-46.46,9.69,521,40.15,30.46,1473,0.354,0.934,0.091,-0.1714,2,0.5654,1151,0.9206,0,-1,,0,-1,,0,-1,,0,-1,,0.2055,80.95,2,2427762
80.0,0,-1,confirm,1.0,-59.71,-75.71,20.83,1981,80.54,59.71,3904,0.507,0.564,0.27,0.2445,3,0.2991,2337,0.9889,1,1476,-8.33,1,2107,13.89,1,2107,13.89,1,2419,12.5,0.2899,40.11,2,2429235
80.0,0,1,fallback,1.0,-8.28,-24.28,33.13,3210,41.41,22.09,5289,0.607,1.374,0.199,0.1286,4,0.6608,509,0.9931,1,2012,2.76,1,2012,2.76,1,2012,2.76,1,2090,9.66,0.5573,80.71,3,2433139
80.0,0,-1,confirm,1.0,138.16,122.16,178.23,5147,40.07,4.14,5394,0.954,1.009,0.148,0.2585,6,0.7391,2344,0.9972,1,524,6.91,1,524,6.91,1,524,6.91,1,524,6.91,0.4669,41.28,5,2438428
80.0,0,1,confirm,1.0,-46.23,-62.23,33.62,3593,79.85,46.23,5393,0.666,3.061,0.135,0.4462,7,0.5452,4833,1.0,1,900,-5.6,1,900,-5.6,1,900,-5.6,1,2052,26.62,0.1354,40.79,6,2443822
80.0,0,-1,confirm,1.0,-18.3,-34.3,22.52,825,40.82,18.3,1406,0.587,1.601,0.088,0.2638,8,0.7349,116,0.9692,1,199,9.85,1,199,9.85,1,199,9.85,1,199,9.85,0.2887,79.59,8,2449215
80.0,0,1,confirm,1.0,8.43,-7.57,61.82,1424,53.39,11.24,3780,0.377,0.59,0.143,0.0303,9,0.5414,14,0.9976,1,302,-7.02,1,302,-7.02,1,302,-7.02,1,302,-7.02,0.8027,40.91,8,2450621
80.0,0,-1,confirm,1.0,18.25,2.25,58.96,3391,40.71,19.65,5529,0.613,1.843,0.118,-0.1145,10,0.4393,3,0.9738,1,600,-7.02,1,600,-7.02,1,600,-7.02,1,601,-7.02,0.1926,53.06,9,2454401
80.0,0,1,confirm,1.0,56.25,40.25,97.03,6215,40.78,35.16,6522,0.953,1.267,0.267,0.5239,13,0.6259,5975,0.9927,1,289,-7.03,1,289,-7.03,1,289,-7.03,1,322,-12.66,0.3724,40.95,11,2459930
80.0,0,-1,confirm,1.0,-1.4,-17.4,41.95,1374,43.35,58.73,1394,0.986,5.962,0.128,0.121,13,0.3232,850,0.9689,1,862,-39.16,1,862,-39.16,1,862,-39.16,1,1156,-41.95,0.3921,40.39,13,2466452
80.0,0,1,confirm,1.0,8.39,-7.61,48.94,85,40.55,-0.0,138,0.616,0.677,0.023,-0.1245,13,-0.0353,47,0.6607,0,-1,,0,-1,,0,-1,,0,-1,,0.1933,43.53,13,2467846
80.0,0,-1,confirm,1.0,-83.82,-99.82,-0.0,0,83.82,83.82,783,0.0,0.949,0.06,0.1434,13,0.2596,588,0.8026,1,426,-55.88,1,426,-55.88,1,426,-55.88,0,-1,,0.4522,40.35,13,2467984
80.0,0,1,fallback,1.0,0.0,-16.0,41.56,660,41.56,11.08,978,0.675,2.447,0.061,0.1297,13,0.2753,592,0.7456,1,730,33.25,1,730,33.25,1,730,33.25,0,-1,,0.1681,83.82,13,2468767
80.0,0,-1,confirm,1.0,-76.2,-92.2,5.54,177,81.74,76.2,636,0.278,0.208,0.051,0.0951,14,0.2103,335,0.9169,1,352,-13.85,1,352,-13.85,1,352,-13.85,1,489,-44.33,0.0994,41.39,14,2469745
80.0,0,1,fallback,1.0,-5.5,-21.5,35.75,330,41.25,11.0,596,0.554,1.248,0.151,0.3252,14,0.5489,4,0.9197,1,480,1.37,1,480,1.37,1,480,1.37,0,-1,,0.1324,81.79,14,2470381
80.0,0,-1,confirm,1.0,16.51,0.51,56.4,674,39.9,5.5,1269,0.531,2.348,0.123,-0.033,14,0.427,1249,0.9641,1,375,20.64,0,-1,,0,-1,,0,-1,,0.1372,41.1,14,2470977
80.0,0,1,confirm,1.0,52.36,36.36,95.08,1390,42.72,48.23,2064,0.673,4.632,0.255,0.113,15,0.3894,1137,0.9896,1,396,-9.65,1,1456,78.54,1,1456,78.54,0,-1,,0.3719,40.12,14,2472246
80.0,0,-1,confirm,1.0,-65.8,-81.8,16.45,113,82.25,65.8,273,0.414,0.467,0.131,-0.0412,15,-0.0214,117,0.9376,0,-1,,0,-1,,0,-1,,0,-1,,0.0104,42.32,15,2474310
80.0,0,1,fallback,1.0,-21.79,-37.79,19.07,92,40.86,21.79,573,0.161,1.419,0.167,0.3058,15,0.4998,0,0.8348,0,-1,,0,-1,,0,-1,,0,-1,,0.0342,82.38,15,2474583
80.0,0,-1,confirm,1.0,24.57,8.57,66.88,5612,42.31,38.21,6431,0.873,0.758,0.11,0.5765,17,0.7632,5165,0.9982,1,747,-27.3,1,747,-27.3,1,747,-27.3,1,754,-24.57,0.1062,40.78,15,2475156
80.0,0,1,confirm,1.0,32.84,16.84,73.88,2207,41.05,6.84,2992,0.738,0.73,0.176,0.0189,17,0.6939,740,0.978,1,1345,6.84,1,1345,6.84,1,1345,6.84,1,1357,9.58,0.4252,42.59,17,2481587
80.0,0,-1,confirm,1.0,2.73,-13.27,43.64,2856,40.91,12.27,3226,0.885,0.311,0.082,-0.1009,18,0.4008,0,1.0,1,433,9.55,1,433,9.55,1,433,9.55,1,467,-8.18,0.8434,40.74,18,2484579
80.0,0,1,confirm,1.0,-70.93,-86.93,9.55,627,80.48,70.93,2550,0.246,0.278,0.077,0.0331,19,0.3561,695,0.9879,1,19,-2.73,1,19,-2.73,1,554,0.0,1,19,-2.73,0.5092,41.09,19,2487805
80.0,0,-1,fallback,1.0,-8.24,-24.24,34.35,2082,42.59,26.1,3800,0.548,1.19,0.078,-0.011,20,0.4564,1135,1.0,1,450,1.37,1,450,1.37,1,450,1.37,1,458,-2.75,0.9042,80.4,19,2490355
80.0,0,1,confirm,1.0,46.67,30.67,87.85,2734,41.18,6.86,2961,0.923,1.527,0.232,0.2584,21,0.5491,1330,0.9879,1,226,-5.49,1,226,-5.49,1,226,-5.49,1,504,-1.37,0.2667,42.74,20,2494155
80.0,0,-1,confirm,1.0,-81.98,-97.98,1.37,1,83.34,81.98,2564,0.0,6.371,0.014,-0.0979,21,0.0469,0,0.9655,0,-1,,0,-1,,0,-1,,0,-1,,0.0553,40.82,21,2497116
80.0,0,1,fallback,1.0,-17.62,-33.62,24.39,17,42.01,17.62,48,0.354,8.098,0.273,0.1783,22,0.2054,0,0.1042,0,-1,,0,-1,,0,-1,,0,-1,,0.0747,83.36,22,2499680
80.0,0,-1,confirm,1.0,228.07,212.07,268.8,8448,40.73,29.87,9104,0.928,5.594,0.145,0.0166,0,0.7637,6976,0.9925,1,677,51.59,1,677,51.59,1,677,51.59,1,678,52.95,0.0841,41.91,22,2499728
80.0,0,1,confirm,1.0,81.97,65.97,123.65,2808,41.68,12.5,3403,0.825,3.451,0.2,0.0569,1,0.5606,1335,1.0,1,580,2.78,1,1139,31.95,1,2375,91.69,1,1166,34.73,0.4245,41.85,0,2508832
80.0,0,-1,confirm,1.0,1.38,-14.62,41.34,1252,39.96,2.76,2499,0.501,1.559,0.109,-0.0876,2,0.4197,73,0.9868,1,472,2.76,1,472,2.76,1,472,2.76,1,600,9.65,0.718,41.17,1,2512235
80.0,0,1,confirm,1.0,86.82,70.82,128.17,5039,41.35,31.7,6200,0.813,0.457,0.097,0.068,3,0.6793,3336,0.9979,1,245,4.13,1,245,4.13,1,245,4.13,1,1099,19.29,0.013,40.13,2,2514734
80.0,0,-1,confirm,1.0,50.55,34.55,91.54,6830,40.99,17.76,7595,0.899,5.919,0.193,-0.5926,6,0.819,418,0.9969,1,1219,23.23,1,1219,23.23,1,1219,23.23,1,1219,23.23,0.6366,40.82,4,2520934
80.0,0,1,confirm,1.0,-4.12,-20.12,37.08,8715,41.2,71.41,10530,0.828,1.912,0.105,-0.1862,8,0.5797,5127,0.9921,1,42,-5.49,1,112,-9.61,1,1044,-8.24,1,118,-12.36,0.8967,41.37,6,2528529
80.0,0,-1,confirm,1.0,-82.43,-98.43,-0.0,0,82.43,82.43,1145,0.0,9.574,0.107,0.7737,9,0.7754,141,0.8393,1,597,-19.23,1,597,-19.23,1,597,-19.23,1,597,-19.23,0.3239,41.05,9,2539059
80.0,0,1,fallback,1.0,13.63,-2.37,54.5,361,40.88,-0.0,445,0.811,1.63,0.177,0.4214,9,0.5628,95,0.7469,0,-1,,0,-1,,0,-1,,0,-1,,0.7944,82.43,9,2540204
80.0,0,-1,confirm,1.0,-58.51,-74.51,23.13,151,81.64,58.51,3024,0.05,0.202,0.009,-0.3182,9,0.3414,1575,0.9278,1,766,-5.44,1,766,-5.44,1,1582,-5.44,1,766,-5.44,0.3917,40.66,9,2540649
80.0,0,1,fallback,1.0,-14.88,-30.88,25.7,473,40.58,14.88,1757,0.269,1.647,0.115,0.2767,10,0.3889,219,0.9016,1,1148,4.06,1,1148,4.06,1,1148,4.06,1,1282,5.41,0.8646,81.83,10,2543673
80.0,0,-1,confirm,1.0,-81.29,-97.29,-0.0,0,81.29,81.29,4217,0.0,1.032,0.082,0.1417,11,0.4579,1044,0.9783,1,98,-5.42,1,98,-5.42,1,1348,-58.26,1,98,-5.42,0.3683,40.48,11,2545430
80.0,0,1,fallback,1.0,-28.22,-44.22,13.44,58,41.66,28.22,330,0.176,2.629,0.128,0.3821,12,0.4059,98,0.8289,1,230,-12.1,1,230,-12.1,1,230,-12.1,0,-1,,0.64,81.29,12,2549647
80.0,0,-1,confirm,1.0,-64.69,-80.69,17.52,275,82.21,64.69,625,0.44,0.464,0.142,0.0253,12,0.1359,328,0.8537,1,47,4.04,1,500,8.09,0,-1,,1,500,8.09,0.4249,41.61,12,2549977
80.0,0,1,fallback,1.0,-41.51,-57.51,1.34,33,42.85,41.51,79,0.418,8.568,0.163,-0.1488,12,0.155,11,0.035,1,22,-18.75,1,22,-18.75,0,-1,,1,22,-18.75,0.1119,82.35,12,2550602
80.0,0,-1,confirm,1.0,-48.41,-64.41,33.62,159,82.02,48.41,3102,0.051,1.385,0.004,0.0294,12,0.5469,1727,0.9718,1,543,-0.0,1,543,-0.0,1,1760,-1.34,1,543,-0.0,0.1741,42.84,12,2550681
80.0,0,1,fallback,1.0,1.34,-14.66,42.82,131,41.48,2.68,301,0.435,4.781,0.184,0.2102,13,0.219,130,0.6459,1,196,16.06,1,196,16.06,1,196,16.06,0,-1,,0.7086,82.3,13,2553783
80.0,0,-1,confirm,1.0,10.7,-5.3,50.84,141,40.14,6.69,204,0.691,0.785,0.058,0.0991,13,0.105,204,0.6495,0,-1,,0,-1,,0,-1,,0,-1,,0.3072,41.31,13,2554084
80.0,0,1,confirm,1.0,77.69,61.69,119.21,537,41.52,1.34,1147,0.468,1.684,0.154,0.0741,13,0.0761,539,0.5056,1,703,87.06,0,-1,,0,-1,,0,-1,,0.5357,40.34,13,2554288
80.0,0,-1,confirm,1.0,3.99,-12.01,45.19,611,41.2,14.62,665,0.919,3.243,0.106,0.2323,14,0.253,595,0.7595,1,478,14.62,1,478,14.62,0,-1,,0,-1,,0.4308,41.03,13,2555435
80.0,0,1,confirm,1.0,-6.65,-22.65,38.56,745,45.21,46.54,985,0.756,3.149,0.119,0.0185,14,0.1763,736,0.8273,1,749,37.23,1,749,37.23,0,-1,,0,-1,,0.6066,41.39,14,2556100
80.0,0,-1,confirm,1.0,34.59,18.59,75.84,194,41.25,9.31,297,0.653,1.601,0.097,0.0824,14,0.1497,292,0.6701,0,-1,,0,-1,,0,-1,,0,-1,,0.1914,45.03,14,2557085
80.0,0,1,confirm,1.0,-73.43,-89.43,6.68,3,80.11,73.43,761,0.004,0.282,0.063,-0.1319,14,0.1181,512,0.8512,0,-1,,0,-1,,0,-1,,0,-1,,0.4054,41.56,14,2557382
80.0,0,-1,fallback,1.0,-39.0,-55.0,1.34,4,40.35,39.0,119,0.034,1.834,0.074,-0.0427,14,0.0413,34,0.2426,0,-1,,0,-1,,0,-1,,0,-1,,0.1109,80.05,14,2558143
80.0,0,1,confirm,1.0,-76.37,-92.37,4.02,16,80.39,76.37,1791,0.009,0.792,0.02,0.0429,14,0.2067,41,0.9119,1,176,-18.76,1,176,-18.76,1,176,-18.76,1,178,-17.42,0.1601,40.36,14,2558262
80.0,0,-1,fallback,1.0,-39.15,-55.15,2.7,1,41.85,39.15,281,0.004,5.215,0.113,-0.0013,15,0.4864,25,0.8463,0,-1,,0,-1,,0,-1,,0,-1,,0.8676,80.35,15,2560053
80.0,0,1,confirm,1.0,13.45,-2.55,53.79,1721,40.34,24.21,2328,0.739,1.717,0.134,0.1031,15,0.348,377,0.9056,1,791,4.03,1,791,4.03,1,791,4.03,1,791,4.03,0.1151,41.86,15,2560334
80.0,0,-1,confirm,1.0,8.06,-7.94,48.35,2299,40.29,44.32,3021,0.761,0.606,0.139,0.2698,16,0.5297,1834,0.9778,1,178,8.06,1,178,8.06,1,178,8.06,1,178,8.06,0.3347,40.13,15,2562662
80.0,0,1,confirm,1.0,-52.42,-68.42,33.6,499,86.02,52.42,13387,0.037,2.771,0.172,0.1108,16,0.7179,11317,1.0,1,285,9.41,1,285,9.41,1,285,9.41,1,285,9.41,0.7418,40.49,16,2565683
80.0,0,-1,fallback,1.0,-4.05,-20.05,36.48,8482,40.54,35.13,8966,0.946,0.547,0.222,0.4882,22,0.6535,3518,1.0,1,1,-1.35,1,1300,-9.46,1,1300,-9.46,1,1300,-9.46,0.8007,85.73,20,2579070
100.0,1,1,fallback,1.0,-45.99,-61.99,5.35,33,51.34,45.99,1604,0.021,2.131,0.115,0.0698,0,0.3126,1357,0.9728,1,284,-11.76,1,284,-11.76,0,-1,,1,625,-7.49,0.2813,101.56,0,2034
100.0,1,-1,confirm,1.0,-1.07,-17.07,50.5,735,51.57,17.19,955,0.77,1.677,0.16,0.1044,1,0.177,670,0.8103,1,579,22.56,1,579,22.56,0,-1,,0,-1,,0.8989,51.31,1,3638
100.0,1,1,confirm,1.0,-67.68,-83.68,32.23,846,99.91,67.68,1612,0.525,0.884,0.241,0.0505,1,0.0505,846,0.913,1,869,24.71,0,-1,,0,-1,,0,-1,,0.1714,51.84,1,4593
100.0,1,-1,confirm,1.0,-42.18,-58.18,8.65,58,50.84,42.18,571,0.102,1.36,0.212,0.6512,1,0.6879,99,0.9231,0,-1,,0,-1,,0,-1,,0,-1,,0.688,99.59,1,6205
100.0,1,1,confirm,1.0,-61.4,-77.4,38.78,396,100.17,61.4,5266,0.075,0.265,0.222,0.1162,1,0.3848,1434,0.9902,1,602,17.23,1,602,17.23,1,1862,-23.7,1,639,25.85,0.8772,50.88,1,6776
100.0,1,-1,confirm,1.0,102.96,86.96,152.81,1780,49.85,32.51,1895,0.939,3.896,0.087,0.213,3,0.4621,842,0.896,1,128,-13.01,1,128,-13.01,0,-1,,0,-1,,0.9824,99.79,3,12042
100.0,1,1,confirm,1.0,91.98,75.98,144.55,849,52.56,-0.0,1108,0.766,1.162,0.181,0.1193,4,0.363,590,0.9124,1,872,123.74,1,872,123.74,1,872,123.74,0,-1,,0.35,50.63,3,13937
100.0,1,-1,confirm,1.0,-98.74,-114.74,3.26,277,102.0,98.74,3082,0.09,0.051,0.095,0.1247,4,0.5507,2636,0.9653,1,357,-24.96,1,357,-24.96,1,1099,-45.57,1,359,-26.04,0.0304,51.81,4,15045
100.0,1,1,fallback,1.0,69.84,53.84,121.41,868,51.57,-0.0,1700,0.511,1.581,0.057,0.1611,5,0.3048,1059,0.9531,0,-1,,0,-1,,0,-1,,0,-1,,0.1643,102.03,5,18127
100.0,1,-1,confirm,1.0,-65.09,-81.09,37.35,88,102.43,65.09,3853,0.023,1.272,0.238,-0.1723,5,0.4657,2283,0.9879,1,2871,-19.21,1,2871,-19.21,1,2871,-19.21,1,2871,-19.21,0.2946,50.96,5,19827
100.0,1,1,fallback,1.0,-28.62,-44.62,22.26,360,50.89,28.62,979,0.368,1.306,0.132,0.1959,6,0.2956,55,0.8282,1,655,-11.66,1,655,-11.66,1,655,-11.66,1,897,-19.08,0.2152,102.82,6,23680
100.0,1,-1,confirm,1.0,12.76,-3.24,64.85,10668,52.09,49.97,10784,0.989,3.177,0.153,0.4032,9,0.6446,8153,0.9977,1,1024,10.63,1,1024,10.63,1,1024,10.63,1,1112,8.51,0.6229,50.77,6,24659
100.0,1,1,confirm,1.0,11.71,-4.29,63.87,4273,52.16,19.16,6936,0.616,3.195,0.226,-0.0997,11,0.4589,157,0.9893,1,632,-18.1,1,632,-18.1,1,632,-18.1,1,667,-6.39,0.6078,52.43,9,35443
100.0,1,-1,confirm,1.0,45.72,29.72,96.76,10068,51.04,37.21,10259,0.981,0.289,0.115,0.0989,14,0.6809,3409,0.9883,1,444,25.52,1,444,25.52,1,444,25.52,1,702,12.76,0.4693,51.83,11,42379
100.0,1,1,confirm,1.0,-76.91,-92.91,24.57,3191,101.47,76.91,4161,0.767,0.895,0.162,0.2423,15,0.4703,1475,0.9792,1,641,-6.41,1,641,-6.41,1,641,-6.41,1,875,0.0,0.8536,51.54,14,52638
100.0,1,-1,fallback,1.0,-13.99,-29.99,36.6,940,50.59,20.45,1132,0.83,3.98,0.094,0.2513,16,0.4908,662,0.9105,1,55,13.99,1,55,13.99,0,-1,,1,77,7.53,0.366,101.23,15,56799
100.0,1,1,confirm,1.0,-96.74,-112.74,3.22,63,99.97,96.74,882,0.071,0.397,0.034,-0.1976,16,-0.087,408,0.894,0,-1,,0,-1,,0,-1,,0,-1,,0.3874,50.78,16,57931
100.0,1,-1,fallback,1.0,7.6,-8.4,57.53,429,49.93,0.0,1063,0.404,0.79,0.184,0.2373,16,0.6381,19,0.7906,1,878,22.79,1,878,22.79,1,878,22.79,1,952,30.39,0.5746,99.94,16,58813
100.0,1,1,confirm,1.0,0.0,-16.0,51.05,1382,51.05,6.52,1569,0.881,0.346,0.19,0.4913,17,0.5205,1355,0.9569,1,62,1.09,1,62,1.09,1,62,1.09,0,-1,,0.107,50.22,16,59876
100.0,1,-1,confirm,1.0,-56.48,-72.48,46.71,199,103.19,56.48,1578,0.126,1.21,0.203,-0.265,17,0.2383,1528,0.8504,1,315,23.9,0,-1,,0,-1,,0,-1,,0.4995,50.79,17,61445
100.0,1,1,fallback,1.0,1.08,-14.92,52.93,609,51.85,18.36,1136,0.536,0.39,0.129,0.5209,17,0.5702,556,0.933,1,1085,20.52,1,1085,20.52,1,1085,20.52,0,-1,,0.3036,103.68,17,63023
100.0,1,-1,confirm,1.0,8.64,-7.36,59.4,1867,50.76,29.16,3050,0.612,4.423,0.238,0.5059,18,0.7422,1417,0.9718,1,610,-4.32,1,610,-4.32,1,610,-4.32,1,643,-3.24,0.3464,51.57,17,64159
100.0,1,1,confirm,1.0,5.4,-10.6,56.21,968,50.81,2.16,2142,0.452,1.177,0.143,-0.0556,18,0.4644,630,0.9567,1,30,4.32,1,30,4.32,1,966,54.05,1,30,4.32,0.4713,51.06,18,67209
100.0,1,-1,confirm,1.0,20.53,4.53,70.22,1069,49.7,11.88,1475,0.725,0.258,0.125,-0.0425,19,0.1448,789,0.8064,1,98,-11.88,1,919,56.18,0,-1,,1,1089,62.66,0.3387,50.52,19,69351
