theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,dive_depth,lag_bp,hod_entry,entry_idx
80.0,1,1,confirm,1.0,45.73,29.73,86.45,5424,40.72,33.55,5506,0.985,1.741,0.225,0.3369,12,0.3369,5424,0.8846,1,2227,-7.86,1,2227,-7.86,1,2227,-7.86,1,2265,-14.18,0.6303,40.89,11,2027019
80.0,1,-1,confirm,1.0,91.71,75.71,131.22,513,39.51,1.41,543,0.945,2.537,0.282,0.3221,12,0.3371,518,0.7055,0,-1,,0,-1,,0,-1,,0,-1,,0.5188,40.38,12,2032525
80.0,1,1,confirm,1.0,22.36,6.36,63.62,104,41.26,22.5,227,0.458,1.675,0.039,-0.1901,12,-0.1005,226,0.3438,0,-1,,0,-1,,0,-1,,0,-1,,0.7022,40.03,12,2033068
80.0,1,-1,confirm,1.0,24.67,8.67,64.72,1370,40.05,10.14,1460,0.938,1.436,0.115,0.2481,13,0.4212,1030,0.8908,1,321,4.36,1,321,4.36,0,-1,,0,-1,,0.1555,41.0,12,2033295
80.0,1,1,confirm,1.0,-67.07,-83.07,12.92,24,80.0,67.07,404,0.059,1.282,0.036,-0.1806,13,-0.16,177,0.3741,0,-1,,0,-1,,0,-1,,0,-1,,0.1782,40.31,13,2034755
80.0,1,-1,confirm,1.0,6.26,-9.74,47.63,12,41.36,4.96,39,0.308,4.811,0.16,0.1848,13,0.2468,0,0.2491,0,-1,,0,-1,,0,-1,,0,-1,,0.1712,79.9,13,2035159
80.0,1,1,confirm,1.0,23.77,7.77,64.64,778,40.88,-0.0,814,0.956,1.143,0.048,-0.2442,13,-0.0892,39,0.481,0,-1,,0,-1,,0,-1,,0,-1,,0.1079,41.56,13,2035198
80.0,1,-1,confirm,1.0,-75.08,-91.08,7.72,37,82.81,75.08,522,0.071,0.565,0.028,0.2606,13,0.2698,1,0.2792,1,317,-54.37,1,317,-54.37,1,317,-54.37,0,-1,,0.434,40.62,13,2036012
80.0,1,1,fallback,1.0,118.64,102.64,159.76,1085,41.12,6.42,1149,0.944,1.158,0.175,0.287,14,0.2941,998,0.7196,0,-1,,0,-1,,0,-1,,0,-1,,0.0527,82.87,13,2036534
80.0,1,-1,confirm,1.0,41.23,25.23,81.28,2371,40.04,33.79,2804,0.846,1.94,0.143,0.2695,14,0.3011,2549,0.6745,0,-1,,0,-1,,0,-1,,0,-1,,0.2878,40.47,14,2037683
80.0,1,1,confirm,1.0,-62.89,-78.89,17.65,75,80.54,62.89,459,0.163,1.108,0.086,-0.1188,14,0.1375,342,0.5485,1,450,-56.49,1,450,-56.49,0,-1,,0,-1,,0.5925,40.37,14,2040487
80.0,1,-1,fallback,1.0,-35.77,-51.77,5.11,8,40.89,35.77,124,0.065,1.642,0.069,0.0,14,0.0231,27,0.437,0,-1,,0,-1,,0,-1,,0,-1,,0.3832,80.4,14,2040946
80.0,1,1,confirm,1.0,34.05,18.05,75.81,726,41.76,8.21,860,0.844,3.683,0.175,0.2522,15,0.2657,820,0.6427,1,42,2.52,0,-1,,0,-1,,0,-1,,0.4173,40.91,14,2041070
80.0,1,-1,confirm,1.0,-69.15,-85.15,12.87,45,82.01,69.15,832,0.054,0.747,0.029,-0.2181,15,-0.1073,466,0.3606,0,-1,,0,-1,,0,-1,,0,-1,,0.6234,41.45,15,2041930
80.0,1,1,fallback,1.0,-20.46,-36.46,20.95,56,41.41,20.46,149,0.376,2.045,0.193,0.2855,15,0.3098,13,0.4624,0,-1,,0,-1,,0,-1,,0,-1,,0.1851,82.12,15,2042762
80.0,1,-1,confirm,1.0,-14.45,-30.45,26.02,3175,40.47,74.73,3970,0.8,3.502,0.129,0.0075,16,0.2156,2658,0.7854,1,466,-26.86,1,1878,-34.46,1,2971,-12.23,1,1942,-74.73,0.2118,41.33,15,2042911
80.0,1,1,confirm,1.0,-52.02,-68.02,27.82,57,79.84,52.02,6786,0.008,2.329,0.214,0.3324,16,0.4914,5278,0.9454,1,600,-24.47,1,600,-24.47,1,600,-24.47,1,922,-14.5,0.2339,40.58,16,2046881
80.0,1,-1,confirm,1.0,14.71,-1.29,54.85,1803,40.14,0.65,2351,0.767,1.952,0.097,0.2549,18,0.5546,166,0.9751,1,585,15.72,1,585,15.72,1,585,15.72,1,663,19.53,0.3354,79.62,18,2053667
80.0,1,1,confirm,1.0,7.36,-8.64,47.82,179,40.46,-0.0,2538,0.071,3.084,0.28,0.3366,19,0.3816,170,0.8592,1,1822,17.06,1,1822,17.06,1,1822,17.06,0,-1,,0.6122,40.36,19,2056018
80.0,1,-1,confirm,1.0,4.68,-11.32,45.11,2834,40.44,21.72,5636,0.503,2.2,0.157,0.2315,20,0.3022,1428,0.9315,1,471,2.07,1,1650,13.61,1,1650,13.61,1,1825,10.02,0.3927,40.26,19,2058556
80.0,1,1,confirm,1.0,19.42,3.42,61.68,10067,42.26,12.37,11312,0.89,4.562,0.161,0.3766,0,0.8112,3772,0.9877,1,115,-5.01,1,1061,17.05,1,1061,17.05,1,2408,10.7,0.6679,40.62,21,2064192
80.0,1,-1,confirm,1.0,-70.29,-86.29,11.34,144,81.62,70.29,6993,0.021,0.357,0.441,0.2588,0,0.7295,5423,0.9798,1,266,4.87,1,266,4.87,1,266,4.87,1,266,4.87,0.6071,42.0,0,2075504
80.0,1,1,fallback,1.0,-34.06,-50.06,6.96,2049,41.02,34.06,2762,0.742,2.549,0.151,0.3031,3,0.6784,1630,0.9906,1,2647,-24.76,1,2647,-24.76,1,2647,-24.76,1,2649,-25.0,0.2788,81.72,2,2082497
80.0,1,-1,confirm,1.0,-84.08,-100.08,7.57,10691,91.66,84.08,37458,0.285,1.039,0.254,-0.1087,6,0.8582,16242,0.9912,1,3,-1.68,1,3,-1.68,1,3759,-42.05,1,74,-4.0,0.8282,40.99,3,2085259
80.0,1,1,fallback,1.0,2.91,-13.09,45.4,7177,42.49,25.67,9604,0.747,3.194,0.256,0.0953,15,0.6782,2835,0.9826,1,600,-18.09,1,600,-18.09,1,600,-18.09,1,643,-18.09,0.6714,91.73,13,2122717
80.0,1,-1,confirm,1.0,58.23,42.23,98.16,11940,39.93,23.17,16910,0.706,1.618,0.141,0.2994,19,0.5742,16279,0.9841,1,139,-8.66,1,139,-8.66,1,1151,-8.78,1,433,-5.24,0.2887,42.3,16,2132321
80.0,1,1,confirm,1.0,-62.16,-78.16,25.22,1814,87.38,62.16,4561,0.398,0.742,0.316,0.0558,21,0.518,1601,0.9858,1,604,4.17,1,604,4.17,1,1841,21.91,1,2027,21.58,0.3035,40.32,21,2149231
80.0,1,-1,fallback,1.0,-24.18,-40.18,16.45,12,40.63,24.18,665,0.018,5.316,0.35,0.5827,22,0.6598,0,0.7129,1,556,-16.51,1,556,-16.51,1,556,-16.51,1,600,-20.85,0.414,87.16,22,2153792
80.0,1,1,confirm,1.0,-0.33,-16.33,39.93,13807,40.26,24.63,14097,0.979,1.982,0.47,0.8187,2,0.8338,13749,0.9987,1,212,14.31,1,212,14.31,1,212,14.31,1,227,12.79,0.4931,40.7,22,2154457
80.0,1,-1,confirm,1.0,13.78,-2.22,54.52,11150,40.75,29.45,12805,0.871,1.667,0.289,0.3659,5,0.8296,9404,0.9898,1,1033,-4.41,1,1033,-4.41,1,1033,-4.41,1,1033,-4.41,0.7612,40.1,2,2168554
80.0,1,1,confirm,1.0,45.79,29.79,88.28,9767,42.49,34.53,11299,0.864,5.86,0.517,0.4583,8,0.717,6083,0.9962,1,851,-8.74,1,851,-8.74,1,851,-8.74,1,859,-9.91,0.1538,40.97,5,2181359
80.0,1,-1,confirm,1.0,12.76,-3.24,52.69,14647,39.93,28.04,18923,0.774,2.294,0.252,0.242,13,0.7027,1060,0.9885,1,183,-17.06,1,183,-17.06,1,183,-17.06,1,186,-20.64,0.6085,42.12,9,2192658
80.0,1,1,confirm,1.0,-74.25,-90.25,6.13,6,80.38,74.25,7564,0.001,4.107,0.262,0.2201,14,0.6356,4429,0.9944,1,614,-10.05,1,614,-10.05,1,614,-10.05,1,915,-9.8,0.4329,40.14,14,2211581
80.0,1,-1,fallback,1.0,-10.15,-26.15,29.84,1175,39.99,10.15,2478,0.474,1.812,0.057,0.0953,16,0.5359,1,0.8937,1,601,20.73,1,601,20.73,1,601,20.73,1,795,11.04,0.6434,80.33,16,2219145
80.0,1,1,confirm,1.0,-76.66,-92.66,3.57,4,80.23,76.66,9555,0.0,1.397,0.261,-0.194,17,0.4399,8727,0.9883,1,1419,-37.5,1,1419,-37.5,1,1419,-37.5,1,1552,-32.2,0.5791,40.11,17,2221623
80.0,1,-1,fallback,1.0,-24.59,-40.59,16.33,93,40.92,24.59,945,0.098,5.51,0.284,0.3299,19,0.3659,90,0.6734,1,686,-16.55,1,686,-16.55,1,686,-16.55,1,732,-15.37,0.3819,80.2,19,2231178
80.0,1,1,confirm,1.0,5.33,-10.67,45.7,5701,40.37,4.19,6276,0.908,1.266,0.369,0.2788,21,0.5556,4122,0.9759,1,1434,29.91,1,1434,29.91,1,1434,29.91,1,3207,24.53,0.5218,40.98,20,2232123
80.0,1,-1,confirm,1.0,-46.07,-62.07,35.67,416,81.74,46.07,971,0.428,0.545,0.15,0.198,21,0.3888,25,0.7626,1,914,-15.34,1,914,-15.34,1,914,-15.34,1,943,-14.23,0.8908,40.19,21,2238399
80.0,1,1,fallback,1.0,-27.09,-43.09,13.36,80,40.45,27.09,445,0.18,3.317,0.245,0.1283,22,0.2832,0,0.729,0,-1,,0,-1,,0,-1,,0,-1,,0.3653,82.03,22,2239370
80.0,1,-1,confirm,1.0,37.33,21.33,77.18,642,39.85,6.7,771,0.833,2.913,0.196,0.4743,22,0.5249,551,0.8844,1,179,3.06,1,179,3.06,0,-1,,0,-1,,0.2388,40.4,22,2239815
80.0,1,1,confirm,1.0,-66.17,-82.17,14.25,90,80.42,66.17,1806,0.05,0.423,0.043,-0.2468,22,0.1144,471,0.903,1,601,-22.76,1,601,-22.76,0,-1,,1,604,-22.76,0.4594,40.16,22,2240586
80.0,1,-1,fallback,1.0,-20.66,-36.66,21.93,27,42.59,20.66,469,0.058,5.32,0.101,0.5101,22,0.5785,11,0.8787,0,-1,,0,-1,,0,-1,,0,-1,,0.621,80.31,22,2242392
80.0,1,1,confirm,1.0,74.03,58.03,115.61,2271,41.58,-0.0,3471,0.654,1.736,0.194,0.3366,23,0.3647,221,0.958,1,772,25.35,1,772,25.35,1,772,25.35,1,833,16.57,0.6583,42.68,23,2242861
80.0,1,-1,confirm,1.0,15.44,-0.56,55.58,518,40.14,0.0,743,0.697,0.886,0.237,0.3606,0,0.5861,74,0.8531,0,-1,,0,-1,,0,-1,,0,-1,,0.7907,41.1,23,2246332
80.0,1,1,confirm,1.0,-48.73,-64.73,30.92,112,79.65,48.73,642,0.174,1.77,0.149,0.1157,0,0.2243,375,0.7575,1,631,-45.37,1,631,-45.37,1,631,-45.37,0,-1,,0.3324,40.37,0,2247075
80.0,1,-1,confirm,1.0,-5.06,-21.06,36.47,954,41.54,22.96,1156,0.825,2.83,0.115,0.3944,0,0.3944,954,0.7855,0,-1,,0,-1,,0,-1,,0,-1,,0.7461,79.4,0,2247717
80.0,1,1,confirm,1.0,35.44,19.44,75.95,1086,40.51,12.15,1932,0.562,2.289,0.233,0.1311,0,0.2846,540,0.8453,1,1137,72.57,1,1137,72.57,1,1137,72.57,0,-1,,0.6297,41.69,0,2248873
80.0,1,-1,confirm,1.0,-0.34,-16.34,42.72,1015,43.05,8.87,1416,0.717,1.367,0.035,-0.0684,1,0.2875,383,0.8964,1,844,18.5,1,844,18.5,1,844,18.5,1,983,27.57,0.1391,40.2,1,2250805
80.0,1,1,confirm,1.0,-60.71,-76.71,18.84,297,79.54,60.71,2161,0.137,1.213,0.156,0.1533,1,0.3818,481,0.9147,1,795,9.0,1,795,9.0,1,795,9.0,1,800,5.58,0.1076,43.24,1,2252221
80.0,1,-1,confirm,1.0,-6.93,-22.93,33.0,53,39.93,6.93,182,0.291,4.972,0.335,0.2832,2,0.3758,14,0.542,0,-1,,0,-1,,0,-1,,0,-1,,0.066,79.39,2,2254382
80.0,1,1,confirm,1.0,138.31,122.31,180.47,4449,42.16,6.09,4840,0.919,1.086,0.185,0.2443,3,0.5643,1327,0.8814,1,2052,95.37,1,2052,95.37,1,2052,95.37,1,2328,96.0,0.3949,40.07,2,2254564
80.0,1,-1,confirm,1.0,53.44,37.44,94.73,5772,41.29,19.35,5989,0.964,3.957,0.219,0.3679,5,0.6295,4705,0.9347,1,297,12.62,1,297,12.62,1,1810,3.68,1,557,4.44,0.2304,41.41,3,2259404
80.0,1,1,confirm,1.0,76.25,60.25,117.65,3747,41.39,10.99,4790,0.782,1.628,0.206,0.0073,6,0.5226,383,0.9277,1,1553,21.53,1,1553,21.53,1,1553,21.53,1,1649,31.26,0.506,41.68,5,2265393
80.0,1,-1,confirm,1.0,17.7,1.7,58.06,7017,40.35,15.08,9552,0.735,0.578,0.206,0.2601,8,0.6868,1594,0.9761,1,277,2.76,1,277,2.76,1,277,2.76,1,277,2.76,0.1869,40.91,6,2270183
80.0,1,1,confirm,1.0,13.53,-2.47,54.01,3791,40.48,33.5,5886,0.644,0.721,0.117,-0.1344,10,0.8352,10,0.965,1,610,-25.58,1,610,-25.58,1,610,-25.58,1,610,-25.58,0.2957,40.59,9,2279735
80.0,1,-1,confirm,1.0,0.85,-15.15,45.47,3572,44.61,24.45,4007,0.891,0.865,0.126,0.0234,11,0.5351,1453,0.9143,1,2048,11.96,1,2048,11.96,1,2048,11.96,1,2146,13.38,0.2626,40.26,10,2285621
80.0,1,1,confirm,1.0,-74.83,-90.83,5.23,3,80.05,74.83,38,0.079,5.406,0.293,0.4236,12,0.4293,0,0.661,1,34,-61.58,1,34,-61.58,1,34,-61.58,0,-1,,0.6118,44.82,12,2289628
80.0,1,-1,fallback,1.0,-37.82,-53.82,3.27,15,41.08,37.82,65,0.231,5.536,0.136,0.0886,12,0.1355,39,0.5295,0,-1,,0,-1,,0,-1,,0,-1,,0.6415,80.01,12,2289666
80.0,1,1,confirm,1.0,108.81,92.81,149.81,351,41.0,0.0,404,0.869,2.417,0.141,0.3094,12,0.3262,309,0.7253,0,-1,,0,-1,,0,-1,,0,-1,,0.4926,41.1,12,2289731
80.0,1,-1,confirm,1.0,75.67,59.67,115.58,2592,39.91,47.85,3214,0.806,1.287,0.075,-0.0731,12,0.3091,1448,0.8864,1,594,-37.78,1,2397,88.8,1,2397,88.8,1,2497,96.73,0.5893,40.39,12,2290135
80.0,1,1,confirm,1.0,9.24,-6.76,51.07,618,41.83,0.0,1240,0.498,1.557,0.191,0.4727,13,0.5233,234,0.8713,0,-1,,0,-1,,0,-1,,0,-1,,0.5727,40.37,13,2293349
80.0,1,-1,confirm,1.0,1.48,-14.52,42.42,443,40.94,5.18,469,0.945,2.238,0.281,0.0214,13,0.0214,443,0.7466,0,-1,,0,-1,,0,-1,,0,-1,,0.4587,41.61,13,2294589
80.0,1,1,confirm,1.0,-50.76,-66.76,32.28,44,83.04,50.76,463,0.095,2.512,0.055,0.1447,13,0.1991,255,0.4968,0,-1,,0,-1,,0,-1,,0,-1,,0.2403,41.11,13,2295058
80.0,1,-1,fallback,1.0,34.98,18.98,74.78,666,39.8,11.6,837,0.796,0.603,0.089,0.2747,13,0.3535,472,0.6412,0,-1,,0,-1,,0,-1,,0,-1,,0.4968,82.78,13,2295521
80.0,1,1,confirm,1.0,-75.15,-91.15,4.35,2,79.51,75.15,1206,0.002,0.686,0.008,-0.1823,13,0.2737,758,0.7974,1,936,-55.89,1,936,-55.89,1,936,-55.89,1,1168,-69.82,0.0485,40.1,13,2296358
80.0,1,-1,confirm,1.0,-23.74,-39.74,17.3,173,41.04,23.74,599,0.289,1.149,0.083,0.1563,14,0.1761,153,0.4295,0,-1,,0,-1,,0,-1,,0,-1,,0.415,79.47,14,2297564
80.0,1,1,confirm,1.0,33.31,17.31,74.48,687,41.17,21.03,1051,0.654,1.558,0.146,0.1312,14,0.1925,487,0.6156,0,-1,,0,-1,,0,-1,,0,-1,,0.3204,41.11,14,2298163
80.0,1,-1,confirm,1.0,19.88,3.88,60.28,1934,40.4,26.65,2182,0.886,0.52,0.102,0.2758,15,0.4098,1472,0.7537,0,-1,,0,-1,,0,-1,,0,-1,,0.2523,40.87,14,2299214
80.0,1,1,confirm,1.0,63.68,47.68,104.85,2057,41.17,33.34,3445,0.597,0.65,0.082,0.0295,15,0.2637,1174,0.7195,1,1764,79.81,1,1764,79.81,1,1764,79.81,1,2470,82.61,0.401,40.65,15,2301396
80.0,1,-1,confirm,1.0,-59.94,-75.94,21.97,871,81.91,59.94,2963,0.294,0.82,0.21,0.1919,16,0.315,1588,0.8682,1,1105,10.24,1,1105,10.24,1,1105,10.24,1,1114,11.17,0.2109,40.74,16,2304841
80.0,1,1,fallback,1.0,58.66,42.66,99.28,1656,40.62,3.29,2074,0.798,1.557,0.05,0.1153,17,0.6772,763,0.9281,1,1871,71.81,1,1871,71.81,1,1871,71.81,1,1899,67.31,0.5895,82.09,17,2307804
80.0,1,-1,confirm,1.0,4.97,-11.03,45.11,5328,40.15,37.83,6398,0.833,2.138,0.155,0.2657,19,0.5947,185,0.9549,1,425,-31.77,1,425,-31.77,1,425,-31.77,1,425,-31.77,0.4027,40.22,17,2309878
80.0,1,1,confirm,1.0,-50.41,-66.41,31.3,9019,81.7,50.41,17861,0.505,0.955,0.473,0.3822,21,0.5366,3710,0.9762,1,497,4.14,1,497,4.14,1,497,4.14,1,550,-2.56,0.7473,40.33,19,2316276
80.0,1,-1,fallback,1.0,25.22,9.22,65.16,592,39.94,5.07,3389,0.175,2.411,0.439,0.4282,0,0.5818,161,0.9348,1,1693,45.52,1,1693,45.52,1,1693,45.52,1,1757,41.53,0.8537,81.45,0,2334137
80.0,1,1,confirm,1.0,-62.64,-78.64,18.18,767,80.82,62.64,9836,0.078,1.258,0.202,0.4279,1,0.5515,4170,0.9927,1,1148,-3.03,1,1148,-3.03,1,1148,-3.03,1,1179,-9.67,0.6839,40.2,1,2337526
80.0,1,-1,fallback,1.0,-18.21,-34.21,22.02,475,40.23,18.21,1941,0.245,1.61,0.344,0.3567,4,0.4308,279,0.8825,1,688,2.61,1,688,2.61,1,688,2.61,1,876,10.33,0.5127,80.68,4,2347362
80.0,1,1,confirm,1.0,-73.73,-89.73,6.68,6886,80.41,73.73,14513,0.474,0.374,0.274,-0.0483,6,0.597,4187,0.9563,1,412,-17.02,1,412,-17.02,1,412,-17.02,1,454,-16.92,0.3953,40.32,4,2349303
80.0,1,-1,fallback,1.0,110.97,94.97,152.14,15953,41.17,31.57,16261,0.981,1.124,0.152,0.3564,13,0.6976,13727,0.9456,1,634,-2.67,1,634,-2.67,1,634,-2.67,1,1624,-24.33,0.5418,80.36,8,2363816
80.0,1,1,confirm,1.0,-48.35,-64.35,31.8,1408,80.15,48.35,1590,0.886,2.269,0.117,0.2006,13,0.3605,963,0.8648,1,161,2.78,1,1455,-26.4,1,1455,-26.4,1,1467,-30.92,0.4502,41.81,13,2380077
80.0,1,-1,confirm,1.0,-36.92,-52.92,9.66,22,46.58,36.92,343,0.064,1.797,0.076,0.1781,13,0.1843,20,0.5897,0,-1,,0,-1,,0,-1,,0,-1,,0.2056,79.9,13,2381667
80.0,1,1,confirm,1.0,84.48,68.48,131.31,1365,46.83,8.67,1456,0.938,2.232,0.146,0.1703,14,0.2969,1061,0.7103,0,-1,,0,-1,,0,-1,,0,-1,,0.5128,46.63,13,2382010
80.0,1,-1,confirm,1.0,30.51,14.51,70.41,2074,39.9,24.49,2385,0.87,1.95,0.205,0.2965,14,0.3176,2043,0.7774,0,-1,,0,-1,,0,-1,,0,-1,,0.2255,46.23,14,2383466
80.0,1,1,confirm,1.0,-61.11,-77.11,18.87,39,79.98,61.11,749,0.052,1.13,0.041,-0.1458,14,0.0148,475,0.6522,0,-1,,0,-1,,0,-1,,0,-1,,0.3164,40.18,14,2385851
80.0,1,-1,confirm,1.0,3.01,-12.99,44.74,595,41.73,25.26,982,0.606,1.739,0.117,0.3003,15,0.3226,764,0.7473,0,-1,,0,-1,,0,-1,,0,-1,,0.6522,79.82,14,2386600
80.0,1,1,confirm,1.0,17.2,1.2,60.06,1992,42.85,40.76,2197,0.907,6.2,0.265,0.062,15,0.2478,1945,0.6824,1,641,-16.59,1,965,-11.88,0,-1,,0,-1,,0.4002,41.92,15,2387582
80.0,1,-1,confirm,1.0,8.16,-7.84,49.49,2677,41.33,14.73,3877,0.69,3.538,0.158,0.2657,16,0.3529,3242,0.916,1,368,-0.05,1,1019,-8.72,1,2675,45.36,1,3872,12.0,0.0045,42.6,15,2389779
80.0,1,1,confirm,1.0,22.63,6.63,64.49,11783,41.86,31.97,15381,0.766,1.022,0.18,-0.0614,20,0.3584,14829,0.8808,1,251,-4.75,1,251,-4.75,1,8212,17.33,1,468,-3.04,0.6701,41.54,16,2393656
80.0,1,-1,confirm,1.0,14.01,-1.99,54.6,11756,40.59,28.37,12033,0.977,3.307,0.396,0.5294,0,0.7472,8665,0.956,1,403,3.09,1,403,3.09,1,403,3.09,1,1257,0.3,0.361,41.59,21,2409037
80.0,1,1,confirm,1.0,-67.98,-83.98,11.95,1323,79.93,67.98,2374,0.557,4.356,0.309,0.6392,0,0.6476,1334,0.9214,1,595,-18.79,1,595,-18.79,1,595,-18.79,1,676,-16.04,0.502,40.81,0,2421070
80.0,1,-1,confirm,1.0,17.8,1.8,58.67,161,40.87,3.09,189,0.852,6.563,0.262,0.5388,1,0.6078,124,0.9081,0,-1,,0,-1,,0,-1,,0,-1,,0.8342,79.84,1,2423444
80.0,1,1,confirm,1.0,6.36,-9.64,48.5,77,42.14,-0.0,163,0.472,0.46,0.011,-0.438,1,-0.4311,103,0.3135,0,-1,,0,-1,,0,-1,,0,-1,,0.6514,41.11,1,2423633
80.0,1,-1,confirm,1.0,-72.75,-88.75,8.0,27,80.75,72.75,936,0.029,0.203,0.058,0.4618,1,0.4978,147,0.5121,1,394,-45.9,1,394,-45.9,1,394,-45.9,1,713,-46.13,0.2278,41.94,1,2423796
80.0,1,1,fallback,1.0,42.06,26.06,83.6,808,41.54,11.94,1080,0.748,0.677,0.155,0.2505,1,0.4404,415,0.8736,0,-1,,0,-1,,0,-1,,0,-1,,0.2008,80.81,1,2424732
80.0,1,-1,confirm,1.0,-67.71,-83.71,14.48,964,82.19,67.71,3204,0.301,1.15,0.202,-0.2918,2,0.1777,3147,0.8504,1,2047,-37.44,0,-1,,0,-1,,0,-1,,0.0982,41.2,1,2425812
80.0,1,1,fallback,1.0,-36.39,-52.39,3.69,133,40.07,36.39,1987,0.067,0.739,0.109,-0.0225,2,0.4022,832,0.8457,1,1264,-18.86,1,1264,-18.86,1,1264,-18.86,1,1324,-16.54,0.5533,82.31,2,2429016
80.0,1,-1,confirm,1.0,-67.43,-83.43,14.35,942,81.78,67.43,5165,0.182,0.554,0.084,-0.1074,3,0.5658,409,0.8833,1,921,10.62,1,921,10.62,1,921,10.62,1,938,13.55,0.6414,40.06,3,2431003
80.0,1,1,fallback,1.0,-20.02,-36.02,21.07,219,41.09,20.02,2326,0.094,3.674,0.313,0.3322,4,0.3322,219,0.9461,1,561,6.07,1,561,6.07,1,561,6.07,1,561,6.07,0.344,81.9,4,2436168
80.0,1,-1,confirm,1.0,74.77,58.77,114.65,4608,39.88,14.38,5502,0.838,2.831,0.197,0.2805,6,0.632,2574,0.9254,1,1695,7.41,1,1695,7.41,1,1695,7.41,1,4285,66.8,0.7839,41.01,5,2438494
80.0,1,1,confirm,1.0,10.33,-5.67,54.37,8051,44.04,46.02,10067,0.8,2.221,0.229,0.1714,9,0.5089,1692,0.9893,1,175,-7.01,1,175,-7.01,1,642,-17.05,1,1005,-17.72,0.3802,40.34,6,2443996
80.0,1,-1,confirm,1.0,46.09,30.09,85.86,11285,39.77,24.24,11915,0.947,1.063,0.109,0.1908,12,0.5937,8181,0.9628,1,618,-13.06,1,618,-13.06,1,618,-13.06,1,938,-21.22,0.7967,43.8,9,2454063
80.0,1,1,confirm,1.0,16.4,0.4,58.74,1421,42.35,4.59,1833,0.775,2.193,0.204,0.4822,13,0.4851,1518,0.9872,0,-1,,0,-1,,0,-1,,0,-1,,0.1658,40.12,12,2465978
80.0,1,-1,confirm,1.0,-73.68,-89.68,9.21,16,82.88,73.68,934,0.017,2.898,0.055,-0.2477,13,-0.1075,190,0.2993,0,-1,,0,-1,,0,-1,,0,-1,,0.6765,42.1,13,2467811
80.0,1,1,fallback,1.0,125.55,109.55,169.89,2093,44.34,1.22,2508,0.835,0.458,0.122,0.163,14,0.3752,1494,0.7736,0,-1,,0,-1,,0,-1,,0,-1,,0.0173,82.96,13,2468745
80.0,1,-1,confirm,1.0,28.22,12.22,68.53,1142,40.3,2.16,1295,0.882,2.18,0.099,-0.3077,14,-0.1034,711,0.6382,0,-1,,0,-1,,0,-1,,0,-1,,0.3198,43.6,14,2471253
80.0,1,1,confirm,1.0,104.07,88.07,146.73,2095,42.66,23.99,2358,0.888,5.203,0.25,0.5844,15,0.6653,2037,0.8824,1,536,-19.27,1,536,-19.27,1,536,-19.27,0,-1,,0.1821,40.58,14,2472548
80.0,1,-1,confirm,1.0,15.26,-0.74,55.07,3260,39.81,16.26,3557,0.917,1.593,0.236,-0.0028,16,0.3072,372,0.9197,1,899,7.13,1,899,7.13,1,899,7.13,1,1147,6.31,0.5514,42.05,15,2474906
80.0,1,1,confirm,1.0,-66.69,-82.69,12.82,21,79.51,66.69,2178,0.01,1.854,0.127,0.1671,16,0.2275,481,0.867,1,570,-23.22,1,570,-23.22,1,570,-23.22,1,593,-23.44,0.2929,40.03,16,2478463
80.0,1,-1,confirm,1.0,-84.55,-100.55,0.21,127,84.76,84.55,6388,0.02,2.295,0.128,0.3077,17,0.4532,4331,0.9111,1,600,-13.93,1,600,-13.93,1,600,-13.93,1,699,-23.0,0.5277,79.41,17,2480641
80.0,1,1,fallback,1.0,-30.71,-46.71,9.76,1587,40.47,35.18,2140,0.742,2.419,0.331,0.2072,19,0.3706,887,0.9055,1,1303,-5.66,1,1303,-5.66,1,1303,-5.66,1,1727,-7.31,0.5821,84.76,18,2487029
80.0,1,-1,confirm,1.0,-44.76,-60.76,38.75,3188,83.51,44.76,6315,0.505,2.984,0.158,0.109,20,0.6194,47,0.9505,1,559,-19.81,1,559,-19.81,1,559,-19.81,1,572,-18.81,0.833,40.43,19,2489169
80.0,1,1,fallback,1.0,111.64,95.64,158.34,4201,46.69,7.57,4234,0.992,6.012,0.642,0.2819,22,0.5995,1629,0.9377,1,2244,72.15,1,2244,72.15,1,2244,72.15,1,3094,71.88,0.6412,83.84,21,2495484
80.0,1,-1,confirm,1.0,197.33,181.33,239.81,8480,42.47,20.44,8890,0.954,0.823,0.207,-0.3773,0,0.5458,3010,0.9558,1,1133,90.77,1,1133,90.77,1,1133,90.77,1,1204,83.5,0.4017,45.96,22,2499718
80.0,1,1,confirm,1.0,39.02,23.02,79.65,3032,40.63,25.51,4723,0.642,2.372,0.157,0.1146,1,0.548,2520,0.9878,1,705,-17.93,1,705,-17.93,1,705,-17.93,1,1185,-3.23,0.8809,43.52,0,2508608
