theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,dive_depth,lag_bp,hod_entry,entry_idx
100.0,0,-1,confirm,1.0,-72.1,-88.1,29.9,904,102.0,72.1,1339,0.675,0.331,0.048,0.1248,18,0.2027,366,0.8943,1,1285,-40.45,1,1285,-40.45,1,1285,-40.45,1,1333,-69.46,0.1273,50.74,17,755629
100.0,0,1,fallback,1.0,-47.14,-63.14,4.36,49,51.51,47.14,149,0.329,4.111,0.164,0.3053,18,0.3123,29,0.5826,0,-1,,0,-1,,0,-1,,0,-1,,0.4146,102.3,18,756968
100.0,0,-1,confirm,1.0,-3.51,-19.51,51.75,3018,55.26,17.54,3223,0.936,0.809,0.157,0.1807,19,0.3059,3027,0.9728,1,815,34.21,1,815,34.21,1,815,34.21,1,1642,8.77,0.5288,51.48,18,757117
100.0,0,1,confirm,1.0,30.69,14.69,83.3,1119,52.61,33.32,1973,0.567,5.119,0.176,0.1702,19,0.3583,545,0.8789,1,1063,9.64,1,1063,9.64,1,1063,9.64,1,1929,44.72,0.4504,55.55,19,760340
100.0,0,-1,confirm,1.0,53.32,37.32,104.02,3438,50.7,11.36,4809,0.715,0.693,0.101,-0.3918,20,0.5298,1,0.9814,1,591,13.11,1,591,13.11,1,591,13.11,1,837,13.99,0.3059,52.17,19,762313
100.0,0,1,confirm,1.0,26.36,10.36,77.34,5152,50.97,5.27,6118,0.842,3.797,0.123,0.3408,22,0.5137,206,0.9891,1,1241,23.73,1,1241,23.73,1,1241,23.73,1,1301,14.06,0.7457,51.23,21,767122
100.0,0,-1,confirm,1.0,-62.23,-78.23,40.32,9652,102.55,62.23,12160,0.794,2.493,0.193,0.4653,1,0.5577,10221,0.9819,1,183,-14.02,1,183,-14.02,1,1671,-0.88,1,611,-24.54,0.4607,50.58,22,773240
100.0,0,1,fallback,1.0,-35.71,-51.71,16.55,39,52.26,35.71,1029,0.038,2.968,0.4,0.4636,2,0.492,12,0.8271,1,458,-27.87,1,458,-27.87,1,458,-27.87,1,556,-27.0,0.4288,102.97,2,785400
100.0,0,-1,confirm,1.0,92.67,76.67,142.49,15102,49.83,61.19,16768,0.901,0.646,0.185,0.1894,6,0.6697,2089,0.9944,1,683,-24.48,1,683,-24.48,1,683,-24.48,1,1035,-31.47,0.1899,52.18,2,786429
100.0,0,1,confirm,1.0,111.18,95.18,163.24,8864,52.06,22.06,11091,0.799,0.57,0.189,-0.118,9,0.5129,9947,0.9828,1,1204,-4.41,1,1204,-4.41,1,1328,-7.94,1,1470,-5.29,0.5549,50.55,7,803197
100.0,0,-1,confirm,1.0,121.3,105.3,171.04,12696,49.74,6.98,13739,0.924,1.896,0.096,0.1034,13,0.5064,6694,0.9882,1,593,10.47,1,2286,13.09,1,2286,13.09,1,2478,19.2,0.0369,51.22,10,814288
100.0,0,1,confirm,1.0,59.19,43.19,111.31,2276,52.12,6.18,2598,0.876,0.894,0.116,0.1241,14,0.2644,2176,0.7775,1,884,22.08,1,884,22.08,0,-1,,1,1115,9.72,0.2096,50.61,14,828027
100.0,0,-1,confirm,1.0,-95.72,-111.72,7.9,7,103.63,95.72,588,0.012,1.027,0.026,-0.0468,14,0.1285,387,0.8471,1,536,-45.67,1,536,-45.67,0,-1,,1,541,-68.5,0.4113,51.55,14,830625
100.0,0,1,fallback,1.0,-22.62,-38.62,27.84,531,50.45,22.62,611,0.869,0.642,0.146,0.1177,15,0.246,93,0.8768,0,-1,,0,-1,,0,-1,,0,-1,,0.5751,103.71,14,831213
100.0,0,-1,confirm,1.0,115.95,99.95,181.34,3558,65.39,93.29,4160,0.855,1.106,0.188,-0.1815,16,0.2422,2518,0.9367,1,269,-35.75,1,269,-35.75,1,2402,59.29,1,3192,149.08,0.1457,50.31,15,831824
100.0,0,1,confirm,1.0,-6.17,-22.17,44.1,3182,50.28,37.93,3610,0.881,2.061,0.192,-0.0782,17,0.3888,5,0.9343,1,2153,6.17,1,2153,6.17,1,2153,6.17,1,2252,6.17,0.0287,66.6,16,835984
100.0,0,-1,confirm,1.0,-62.67,-78.67,43.25,3293,105.91,62.67,30538,0.108,7.891,0.14,0.7503,18,0.7503,3293,0.9982,1,2092,7.94,1,3854,19.42,1,3854,19.42,1,3867,26.48,0.6565,50.06,17,839594
100.0,0,1,fallback,1.0,-43.86,-59.86,7.02,21,50.87,43.86,2611,0.008,6.804,0.173,0.3526,1,0.5309,0,0.9232,1,599,-5.26,1,599,-5.26,1,599,-5.26,1,599,-5.26,0.9132,106.37,1,870132
100.0,0,-1,confirm,1.0,-59.91,-75.91,45.81,12374,105.72,59.91,18163,0.681,2.303,0.211,0.1498,5,0.6852,9105,0.9951,1,116,-4.4,1,1941,8.81,1,1941,8.81,1,1941,8.81,0.5361,50.84,2,872743
100.0,0,1,fallback,1.0,111.22,95.22,166.39,29463,55.17,12.26,30752,0.958,3.585,0.215,0.3473,15,0.5725,17908,0.9967,1,473,-3.5,1,473,-3.5,1,473,-3.5,1,473,-3.5,0.9155,106.2,7,890906
100.0,0,-1,confirm,1.0,51.1,35.1,102.2,6932,51.1,6.93,13667,0.507,1.531,0.233,0.4931,17,0.7543,11282,0.9991,1,865,26.85,1,865,26.85,1,865,26.85,1,1202,32.91,0.8747,54.27,16,921658
100.0,0,1,confirm,1.0,16.54,0.54,67.03,6815,50.49,30.47,8210,0.83,6.051,0.378,0.3617,21,0.5823,4607,0.9996,1,333,-2.61,1,333,-2.61,1,333,-2.61,1,343,-2.61,0.5858,51.63,19,935325
100.0,0,-1,confirm,1.0,2.61,-13.39,53.02,26902,50.41,51.28,28741,0.936,3.543,0.181,0.3941,5,0.7096,21929,0.9976,1,1230,-0.87,1,1230,-0.87,1,1230,-0.87,1,1231,-2.61,0.5061,50.16,22,943535
100.0,0,1,confirm,1.0,-71.29,-87.29,28.69,1576,99.97,71.29,11624,0.136,2.454,0.1,-0.3336,6,0.5849,11237,0.9989,1,1125,6.95,1,1125,6.95,1,1125,6.95,1,1125,6.95,0.8261,50.68,6,972276
100.0,0,-1,confirm,1.0,-42.9,-58.9,7.88,48,50.78,42.9,1267,0.038,5.429,0.171,0.1866,9,0.2422,5,0.9629,1,590,-11.38,1,590,-11.38,1,590,-11.38,1,601,-11.38,0.4186,99.69,9,983900
100.0,0,1,confirm,1.0,-81.95,-97.95,18.31,137,100.26,81.95,10692,0.013,4.084,0.246,0.1016,9,0.5892,7270,0.9917,1,119,-0.87,1,119,-0.87,1,119,-0.87,1,1277,8.72,0.2218,50.82,9,985167
100.0,0,-1,fallback,1.0,43.95,27.95,94.06,7092,50.11,18.46,8547,0.83,1.443,0.226,0.2986,14,0.5498,4319,0.9901,1,520,-17.58,1,520,-17.58,1,520,-17.58,1,600,-4.4,0.012,100.08,12,995859
100.0,0,1,confirm,1.0,8.83,-7.17,59.16,5097,50.33,-0.0,10277,0.496,3.259,0.185,0.2599,16,0.617,5303,0.9809,1,168,7.06,1,168,7.06,1,168,7.06,1,178,4.41,0.2029,50.58,15,1004406
100.0,0,-1,confirm,1.0,-75.86,-91.86,25.58,4529,101.45,75.86,12246,0.37,2.35,0.154,0.2076,19,0.7284,4083,0.9908,1,1282,-12.35,1,1282,-12.35,1,1282,-12.35,1,1513,-14.11,0.9314,50.03,17,1014683
100.0,0,1,fallback,1.0,135.7,119.7,189.11,637,53.41,-0.0,737,0.864,1.852,0.159,0.1192,21,0.3032,16,0.6874,1,676,155.84,1,676,155.84,1,676,155.84,1,735,138.33,0.3477,101.71,21,1026929
100.0,0,-1,confirm,1.0,-69.97,-85.97,32.82,106,102.79,69.97,673,0.158,0.652,0.003,0.1485,21,0.2647,524,0.5453,1,598,-37.14,1,598,-37.14,1,598,-37.14,0,-1,,0.4083,52.41,21,1027666
100.0,0,1,fallback,1.0,32.6,16.6,84.06,694,51.47,3.43,1195,0.581,1.201,0.123,0.3704,21,0.4699,1126,0.9826,0,-1,,0,-1,,0,-1,,0,-1,,0.0232,103.13,21,1028339
100.0,0,-1,confirm,1.0,7.69,-8.31,59.85,618,52.15,27.36,784,0.788,1.068,0.072,0.1531,22,0.3151,775,0.696,0,-1,,0,-1,,0,-1,,0,-1,,0.2754,51.04,21,1029534
100.0,0,1,confirm,1.0,11.12,-4.88,62.46,723,51.34,4.28,887,0.815,1.012,0.078,0.1575,22,0.241,632,0.8781,0,-1,,0,-1,,0,-1,,0,-1,,0.398,52.47,22,1030318
100.0,0,-1,confirm,1.0,-83.76,-99.76,18.8,51,102.56,83.76,3638,0.014,0.729,0.052,-0.0901,22,0.2113,373,0.8751,1,474,-33.33,1,474,-33.33,1,474,-33.33,1,519,-52.14,0.3866,51.02,22,1031205
100.0,0,1,fallback,1.0,22.89,6.89,73.74,2855,50.86,18.65,3324,0.859,1.439,0.107,0.0825,0,0.4345,1339,0.7782,1,239,2.54,1,239,2.54,1,1929,61.03,1,2016,47.47,0.0579,102.76,23,1034843
100.0,0,-1,confirm,1.0,-61.73,-77.73,39.75,4103,101.48,61.73,4998,0.821,0.693,0.098,0.0828,1,0.396,1008,0.9824,1,2459,5.92,1,2459,5.92,1,2459,5.92,1,3121,-6.77,0.3294,50.48,0,1038167
100.0,0,1,fallback,1.0,-37.82,-53.82,15.13,32,52.95,37.82,480,0.067,1.905,0.282,0.2822,1,0.3831,5,0.6525,1,104,0.84,1,104,0.84,1,104,0.84,0,-1,,0.1891,101.88,1,1043165
100.0,0,-1,confirm,1.0,-62.43,-78.43,40.5,446,102.93,62.43,1326,0.336,0.83,0.204,-0.2047,2,-0.0079,24,0.3951,0,-1,,0,-1,,0,-1,,0,-1,,0.0535,52.87,1,1043645
100.0,0,1,fallback,1.0,-43.6,-59.6,6.71,138,50.31,43.6,829,0.166,1.567,0.172,0.1591,2,0.3748,2,0.8342,1,592,-27.67,1,592,-27.67,1,592,-27.67,0,-1,,0.1297,103.35,2,1044971
100.0,0,-1,confirm,1.0,0.84,-15.16,51.37,1695,50.53,5.89,2590,0.654,0.965,0.04,-0.2176,2,0.1634,294,0.6821,1,479,1.68,1,479,1.68,0,-1,,1,787,10.95,0.2565,50.27,2,1045800
100.0,0,1,confirm,1.0,-68.22,-84.22,32.0,2034,100.22,68.22,17294,0.118,1.505,0.157,0.164,3,0.5768,3893,0.9933,1,1501,-7.58,1,1501,-7.58,1,1501,-7.58,1,3124,-15.16,0.3636,50.79,3,1048390
100.0,0,-1,confirm,1.0,-48.33,-64.33,1.7,1274,50.03,48.33,4620,0.276,0.277,0.074,-0.0613,8,0.4079,0,0.9775,1,802,-18.66,1,802,-18.66,1,802,-18.66,1,838,-22.89,0.0006,99.9,8,1065684
100.0,0,1,confirm,1.0,309.7,293.7,362.03,7719,52.32,49.79,7850,0.983,1.444,0.174,0.1807,11,0.5444,5776,0.9765,1,600,10.97,1,600,10.97,1,6622,189.03,1,914,-6.75,0.5147,50.04,9,1070304
100.0,0,-1,confirm,1.0,-63.03,-79.03,37.65,460,100.68,63.03,1300,0.354,0.559,0.107,0.1659,11,0.2846,750,0.7674,1,1177,-27.83,1,1177,-27.83,1,1177,-27.83,0,-1,,0.2843,50.49,11,1078154
100.0,0,1,fallback,1.0,-18.71,-34.71,31.72,346,50.43,18.71,709,0.488,0.372,0.157,0.1452,11,0.1992,194,0.4937,1,615,16.27,1,615,16.27,0,-1,,1,644,1.63,0.2206,101.06,11,1079454
100.0,0,-1,confirm,1.0,-96.98,-112.98,4.07,944,101.05,96.98,2107,0.448,1.034,0.092,-0.043,12,0.2109,73,0.7881,1,330,-48.08,1,330,-48.08,1,330,-48.08,1,559,-46.45,0.0289,50.27,12,1080163
100.0,0,1,fallback,1.0,19.37,3.37,76.67,335,57.3,4.04,714,0.469,2.586,0.157,0.0614,12,0.1214,293,0.5806,0,-1,,0,-1,,0,-1,,0,-1,,0.0089,101.09,12,1082270
100.0,0,-1,confirm,1.0,4.03,-11.97,59.61,977,55.58,16.92,1613,0.606,1.057,0.062,-0.155,13,0.1097,179,0.7263,1,359,7.25,1,359,7.25,0,-1,,1,633,11.28,0.0132,56.87,12,1082984
100.0,0,1,confirm,1.0,11.28,-4.72,64.47,273,53.19,14.51,599,0.456,1.757,0.16,0.2378,13,0.3117,356,0.8085,0,-1,,0,-1,,0,-1,,0,-1,,0.1875,55.92,13,1084597
100.0,0,-1,confirm,1.0,10.46,-5.54,63.59,2159,53.13,57.96,3966,0.544,1.156,0.132,0.1828,14,0.238,1690,0.8433,1,725,-14.49,1,725,-14.49,0,-1,,0,-1,,0.1493,52.85,13,1085196
100.0,0,1,confirm,1.0,142.63,126.63,199.84,3264,57.21,28.2,3461,0.943,1.012,0.252,0.2621,15,0.2998,3144,0.8811,1,54,-0.81,1,669,25.79,1,669,25.79,1,708,8.06,0.0668,53.47,14,1089162
100.0,0,-1,confirm,1.0,7.94,-8.06,58.0,233,50.05,25.42,341,0.683,0.54,0.057,-0.0461,15,0.053,339,0.3888,0,-1,,0,-1,,0,-1,,0,-1,,0.3155,56.09,15,1092623
100.0,0,1,confirm,1.0,42.94,26.94,93.82,596,50.89,0.8,963,0.619,0.744,0.135,0.348,15,0.3739,406,0.8816,0,-1,,0,-1,,0,-1,,0,-1,,0.1337,50.34,15,1092964
100.0,0,-1,confirm,1.0,-63.34,-79.34,38.79,826,102.13,63.34,1291,0.64,1.44,0.087,0.3947,16,0.4313,1070,0.7903,0,-1,,0,-1,,0,-1,,0,-1,,0.2021,50.41,15,1093927
100.0,0,1,fallback,1.0,120.37,104.37,173.87,1109,53.5,40.12,1168,0.949,0.852,0.148,0.1316,16,0.2922,686,0.6559,0,-1,,0,-1,,0,-1,,0,-1,,0.762,102.53,16,1095218
100.0,0,-1,confirm,1.0,26.43,10.43,76.96,330,50.53,16.32,508,0.65,1.209,0.091,0.0128,16,0.1894,507,0.5716,0,-1,,0,-1,,0,-1,,0,-1,,0.0668,52.58,16,1096386
100.0,0,1,confirm,1.0,-57.68,-73.68,46.77,82,104.44,57.68,1293,0.063,0.475,0.011,-0.1546,16,-0.0127,1102,0.6184,0,-1,,0,-1,,0,-1,,0,-1,,0.4523,50.92,16,1096894
100.0,0,-1,fallback,1.0,-33.71,-49.71,16.46,106,50.17,33.71,620,0.171,1.391,0.099,0.386,17,0.4098,44,0.6372,0,-1,,0,-1,,0,-1,,0,-1,,0.0217,103.96,17,1098187
100.0,0,1,confirm,1.0,7.03,-8.97,59.38,206,52.35,3.13,395,0.522,1.998,0.106,-0.0538,17,0.0548,86,0.7034,1,102,20.31,0,-1,,0,-1,,0,-1,,0.2807,50.26,17,1098807
100.0,0,-1,confirm,1.0,38.26,22.26,89.79,798,51.53,28.89,1045,0.764,1.59,0.129,0.3841,17,0.3852,800,0.8919,0,-1,,0,-1,,0,-1,,0,-1,,0.087,52.04,17,1099202
100.0,0,1,confirm,1.0,21.95,5.95,72.89,2420,50.94,7.05,3046,0.794,0.569,0.039,-0.1507,18,0.083,743,0.7152,1,797,37.62,0,-1,,0,-1,,0,-1,,0.5924,52.0,17,1100247
100.0,0,-1,confirm,1.0,-67.26,-83.26,33.63,151,100.88,67.26,1217,0.124,1.264,0.167,0.2436,18,0.2533,155,0.774,1,342,-32.06,1,342,-32.06,1,342,-32.06,0,-1,,0.5256,50.58,18,1103293
100.0,0,1,fallback,1.0,-42.73,-58.73,10.88,95,53.6,42.73,637,0.149,1.583,0.119,-0.0191,18,0.0574,180,0.6479,1,204,-0.78,0,-1,,0,-1,,0,-1,,0.0809,101.22,18,1104510
100.0,0,-1,confirm,1.0,28.09,12.09,80.36,1354,52.27,76.45,1620,0.836,1.269,0.19,0.2321,19,0.2499,1580,0.8487,0,-1,,0,-1,,0,-1,,0,-1,,0.0851,53.54,18,1105147
100.0,0,1,confirm,1.0,-62.59,-78.59,37.55,1148,100.14,62.59,1497,0.767,1.204,0.16,-0.0004,19,0.1282,878,0.6317,1,985,-5.48,1,985,-5.48,0,-1,,1,1461,-57.11,0.4162,52.69,19,1106767
100.0,0,-1,confirm,1.0,-30.7,-46.7,24.41,440,55.11,30.7,521,0.845,1.015,0.106,0.1489,19,0.26,11,0.7601,0,-1,,0,-1,,0,-1,,0,-1,,0.1315,99.77,19,1108264
100.0,0,1,confirm,1.0,-69.07,-85.07,31.39,209,100.46,69.07,3141,0.067,0.571,0.086,-0.1272,20,0.2011,620,0.8275,1,727,18.05,1,727,18.05,1,727,18.05,1,1124,4.71,0.1693,55.24,19,1108785
100.0,0,-1,fallback,1.0,82.19,66.19,131.98,4148,49.79,15.02,4594,0.903,1.784,0.053,0.2566,22,0.3733,4466,0.9616,1,798,71.13,1,798,71.13,1,3934,121.71,1,1343,66.39,0.6192,100.15,20,1111926
100.0,0,1,confirm,1.0,-94.83,-110.83,4.78,48,99.61,94.83,1112,0.043,0.184,0.255,-0.2685,22,0.11,784,0.8289,1,698,-41.44,1,842,-40.64,0,-1,,1,980,-53.39,0.5569,50.46,22,1116520
100.0,0,-1,confirm,1.0,-21.72,-37.72,30.57,348,52.29,21.72,683,0.51,0.942,0.167,0.3106,22,0.3443,280,0.731,0,-1,,0,-1,,0,-1,,0,-1,,0.2042,99.56,22,1117632
100.0,0,1,confirm,1.0,-89.11,-105.11,12.84,10,101.95,89.11,3513,0.003,0.608,0.067,-0.2842,22,0.1863,3383,0.7819,1,3508,-83.49,1,3508,-83.49,0,-1,,1,3511,-85.09,0.2966,52.45,22,1118315
100.0,0,-1,fallback,1.0,-46.17,-62.17,4.05,5,50.22,46.17,1962,0.003,1.552,0.071,0.1414,23,0.2474,15,0.9003,1,258,-3.24,1,258,-3.24,1,258,-3.24,1,329,-7.29,0.503,101.82,23,1121828
100.0,0,1,confirm,1.0,-78.21,-94.21,21.77,384,99.98,78.21,6185,0.062,1.506,0.119,0.0895,0,0.407,4478,0.9259,1,64,1.61,1,64,1.61,1,200,-3.23,1,2452,-27.41,0.8985,50.24,0,1123790
100.0,0,-1,confirm,1.0,84.51,68.51,134.08,2185,49.57,0.81,4694,0.465,1.381,0.236,0.0096,2,0.3011,1294,0.939,1,745,30.88,1,745,30.88,1,745,30.88,1,772,27.63,0.3533,99.76,1,1129975
100.0,0,1,confirm,1.0,26.23,10.23,77.04,3261,50.81,31.96,4794,0.68,5.67,0.144,0.5227,4,0.5847,3270,0.9962,1,476,-13.93,1,476,-13.93,1,476,-13.93,1,577,-24.59,0.0065,50.24,3,1134669
100.0,0,-1,confirm,1.0,-80.92,-96.92,20.43,1043,101.36,80.92,7579,0.138,3.104,0.143,0.2567,4,0.4509,83,0.9757,1,417,-5.72,1,417,-5.72,1,417,-5.72,1,565,-0.0,0.684,50.42,4,1139463
100.0,0,1,fallback,1.0,-4.86,-20.86,45.41,1887,50.27,4.86,2231,0.846,0.716,0.103,0.0376,7,0.3379,781,0.9967,1,167,10.54,1,167,10.54,1,167,10.54,0,-1,,0.0162,101.56,6,1147042
100.0,0,-1,confirm,1.0,-81.93,-97.93,20.28,514,102.21,81.93,5295,0.097,0.657,0.145,-0.1023,7,0.1472,5095,0.9435,1,355,10.55,1,5198,-73.82,0,-1,,0,-1,,0.6209,50.04,7,1149273
100.0,0,1,fallback,1.0,23.33,7.33,74.83,731,51.5,7.24,1092,0.669,0.592,0.216,-0.0341,8,0.097,46,0.6079,1,10,-3.22,0,-1,,0,-1,,0,-1,,0.1441,102.42,8,1154568
100.0,0,-1,confirm,1.0,19.27,3.27,70.64,2293,51.38,17.66,6275,0.365,0.654,0.074,-0.1834,9,0.3832,3695,0.9443,1,507,-0.8,1,507,-0.8,1,2041,44.15,1,510,-0.8,0.5099,51.11,9,1155660
100.0,0,1,confirm,1.0,50.67,34.67,101.34,6499,50.67,71.58,6901,0.942,2.413,0.19,0.1446,12,0.4517,5430,0.93,1,115,-6.43,1,1868,-19.3,1,6659,69.98,1,1922,-23.33,0.0441,51.74,10,1161935
100.0,0,-1,confirm,1.0,102.43,86.43,152.05,1867,49.62,0.0,2081,0.897,1.757,0.27,-0.1383,13,0.3382,1683,0.8864,1,169,12.8,1,169,12.8,1,1217,38.41,1,1805,125.64,0.0818,50.16,12,1168836
100.0,0,1,confirm,1.0,-89.75,-105.75,10.51,96,100.26,89.75,2237,0.043,0.274,0.066,0.1517,13,0.2513,289,0.7129,1,324,-3.23,1,324,-3.23,1,324,-3.23,1,324,-3.23,0.4019,50.38,13,1170917
100.0,0,-1,fallback,1.0,110.96,94.96,166.44,2460,55.48,37.53,2559,0.961,1.116,0.116,0.0876,14,0.3088,1778,0.7723,1,905,-8.97,1,905,-8.97,1,905,-8.97,1,983,-14.69,0.3142,100.15,13,1173154
100.0,0,1,confirm,1.0,-5.78,-21.78,45.38,3644,51.15,32.18,4146,0.879,1.96,0.075,0.2176,15,0.3685,1156,0.9006,1,2698,8.25,1,2698,8.25,1,2698,8.25,1,3020,13.2,0.3232,56.42,14,1175713
100.0,0,-1,confirm,1.0,-68.52,-84.52,34.67,159,103.19,68.52,5561,0.029,1.085,0.186,0.4949,15,0.5955,2964,0.9645,1,665,-14.03,1,665,-14.03,1,665,-14.03,1,692,-22.29,0.5245,50.92,15,1179859
100.0,0,1,fallback,1.0,-37.71,-53.71,13.12,65,50.83,37.71,788,0.082,1.496,0.129,0.176,17,0.2188,117,0.7602,1,600,-21.32,1,600,-21.32,1,600,-21.32,1,614,-21.32,0.3119,103.55,17,1185420
100.0,0,-1,confirm,1.0,-88.88,-104.88,27.16,597,116.04,88.88,1935,0.309,0.535,0.083,-0.2393,17,0.3061,129,0.7849,1,384,5.76,1,384,5.76,1,384,5.76,1,419,7.41,0.529,50.77,17,1186208
100.0,0,1,fallback,1.0,-8.97,-24.97,41.6,760,50.58,8.97,1229,0.618,1.18,0.072,0.0871,18,0.2383,3,0.9017,1,90,39.97,1,90,39.97,1,90,39.97,1,90,39.97,0.2302,116.36,18,1188143
100.0,0,-1,confirm,1.0,12.25,-3.75,62.05,3266,49.8,42.46,4075,0.801,0.53,0.079,-0.0462,19,0.4358,188,0.9608,1,608,-21.23,1,608,-21.23,1,608,-21.23,1,1108,-7.35,0.8317,50.37,18,1189372
100.0,0,1,confirm,1.0,-79.29,-95.29,20.44,5942,99.73,79.29,18017,0.33,1.997,0.112,-0.1279,21,0.5574,4294,0.9959,1,50,2.45,1,50,2.45,1,4154,-18.8,1,589,-12.26,0.5169,50.12,19,1193447
100.0,0,-1,confirm,1.0,-6.59,-22.59,43.67,3095,50.26,40.38,4180,0.74,1.891,0.192,0.2167,1,0.2874,1363,0.9202,1,358,-18.13,1,358,-18.13,1,358,-18.13,1,500,-18.95,0.2155,99.53,0,1211464
100.0,0,1,confirm,1.0,61.76,45.76,112.81,2593,51.05,4.94,3207,0.809,1.803,0.171,0.051,2,0.3338,88,0.9787,1,619,36.23,1,619,36.23,1,619,36.23,1,2351,63.41,0.4645,50.48,1,1215644
100.0,0,-1,confirm,1.0,24.55,8.55,74.47,3098,49.92,1.64,7115,0.435,0.3,0.074,-0.2841,3,0.0912,377,0.9698,1,549,27.83,0,-1,,0,-1,,0,-1,,0.4511,50.48,2,1218851
100.0,0,1,confirm,1.0,-69.74,-85.74,31.18,1956,100.91,69.74,7139,0.274,2.099,0.232,0.1158,5,0.5099,3466,0.9854,1,1122,-5.74,1,1122,-5.74,1,1122,-5.74,1,1415,-5.74,0.4305,50.3,4,1225966
100.0,0,-1,fallback,1.0,-40.48,-56.48,9.91,2010,50.4,40.48,2634,0.763,1.727,0.138,0.3725,7,0.4074,1759,0.9507,1,262,-19.0,1,262,-19.0,1,2359,-27.26,1,538,-2.48,0.819,100.6,6,1233105
100.0,0,1,confirm,1.0,-93.8,-109.8,5.76,22,99.56,93.8,3586,0.006,1.305,0.166,0.01,7,0.3667,908,0.9109,1,26,1.65,1,26,1.65,1,2392,-78.17,1,3264,-65.83,0.729,50.45,7,1235739
100.0,0,-1,confirm,1.0,78.91,62.91,129.58,11378,50.67,7.48,12387,0.919,0.861,0.066,-0.1097,11,0.4599,7131,0.9611,1,681,0.83,1,681,0.83,1,681,0.83,1,693,-3.32,0.406,99.51,8,1239325
100.0,0,1,confirm,1.0,54.42,38.42,106.33,6955,51.91,42.7,8223,0.846,1.932,0.17,-0.1631,13,0.755,5540,0.9906,1,478,-10.88,1,478,-10.88,1,478,-10.88,1,548,-9.21,0.6606,51.33,11,1251712
100.0,0,-1,confirm,1.0,49.13,33.13,99.09,2931,49.96,26.65,3084,0.95,8.169,0.15,0.412,14,0.414,2928,0.8965,1,302,-10.83,1,302,-10.83,1,302,-10.83,1,729,9.99,0.0277,51.36,13,1259935
100.0,0,1,confirm,1.0,198.33,182.33,251.05,5919,52.72,13.39,6135,0.965,3.244,0.194,0.0336,16,0.4034,4098,0.9267,1,747,11.72,1,747,11.72,1,747,11.72,1,749,11.72,0.4832,50.46,14,1263019
100.0,0,-1,confirm,1.0,29.54,13.54,81.23,2144,51.69,8.21,3662,0.585,3.313,0.147,0.2637,17,0.6231,2677,0.961,1,3136,53.34,1,3136,53.34,1,3136,53.34,1,3145,51.69,0.1077,51.43,16,1269154
100.0,0,1,confirm,1.0,-69.95,-85.95,33.74,1294,103.7,69.95,1620,0.799,1.031,0.205,0.1501,17,0.642,14,0.9694,1,199,-14.81,1,199,-14.81,1,199,-14.81,1,387,-12.34,0.734,52.12,17,1272816
100.0,0,-1,fallback,1.0,-26.52,-42.52,32.32,27,58.84,26.52,85,0.318,7.042,0.135,0.2391,18,0.2554,21,0.3909,0,-1,,0,-1,,0,-1,,0,-1,,0.6328,103.35,18,1274436
100.0,0,1,confirm,1.0,-99.19,-115.19,0.0,0,99.19,99.19,210,0.0,1.276,0.05,-0.2175,18,-0.2175,0,0.1102,0,-1,,0,-1,,0,-1,,0,-1,,0.3409,59.03,18,1274521
100.0,0,-1,confirm,1.0,-15.03,-31.03,36.73,24,51.76,15.03,57,0.421,1.232,0.199,0.2757,18,0.2812,20,0.46,0,-1,,0,-1,,0,-1,,0,-1,,0.0985,99.19,18,1274731
100.0,0,1,confirm,1.0,25.01,9.01,75.86,223,50.85,2.5,668,0.334,0.629,0.032,-0.1967,18,0.1909,608,0.5656,0,-1,,0,-1,,0,-1,,0,-1,,0.3604,51.95,18,1274788
100.0,0,-1,confirm,1.0,-73.17,-89.17,29.94,1022,103.11,73.17,1279,0.799,0.509,0.033,0.0779,18,0.1786,846,0.8174,1,246,-27.44,1,246,-27.44,0,-1,,0,-1,,0.4824,50.47,18,1275456
100.0,0,1,fallback,1.0,15.68,-0.32,66.86,823,51.18,14.03,1066,0.772,0.867,0.067,0.2157,18,0.2692,525,0.6634,1,889,47.05,1,889,47.05,1,889,47.05,0,-1,,0.1326,103.42,18,1276735
100.0,0,-1,confirm,1.0,46.16,30.16,96.43,831,50.28,3.3,1010,0.823,1.689,0.128,0.1521,19,0.2461,879,0.7379,1,209,27.2,1,209,27.2,0,-1,,0,-1,,0.3877,50.84,18,1277801
100.0,0,1,confirm,1.0,-81.15,-97.15,18.22,42,99.36,81.15,285,0.147,1.26,0.037,-0.1845,19,-0.0837,75,0.3495,0,-1,,0,-1,,0,-1,,0,-1,,0.6782,50.77,19,1278811
100.0,0,-1,confirm,1.0,22.54,6.54,75.97,160,53.43,0.0,216,0.741,2.332,0.175,0.006,19,0.1793,4,0.203,1,161,75.13,1,161,75.13,0,-1,,1,168,51.76,0.067,99.18,19,1279096
